"wingId","batch","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43"
1,1,0,0,0,0,0,0,4,6,7,5,6,6,6,7,NA,NA,5,6,4,6,5,6,5,3
2,1,0,0,0,0,NA,2,6,NA,NA,5,NA,6,7,5,6,NA,6,7,NA,6,7,6,5,6
3,1,0,0,0,0,0,0,0,5,NA,5,NA,6,6,6,6,4,7,NA,NA,5,5,5,7,5
4,1,0,NA,0,0,0,0,4,5,NA,6,6,6,7,6,5,4,4,5,6,5,6,6,5,5
5,1,0,0,0,0,0,0,0,0,5,6,6,NA,5,NA,6,7,5,5,5,6,6,6,6,7
6,1,NA,0,0,0,4,6,7,4,7,7,7,5,7,5,4,7,6,6,5,NA,5,5,6,5
7,1,0,0,NA,NA,0,5,6,6,4,6,6,NA,5,6,7,NA,6,6,5,6,7,5,5,6
8,1,0,0,0,0,NA,0,0,3,5,6,7,7,6,6,7,5,7,7,7,5,7,NA,7,7
9,1,0,0,0,0,NA,NA,0,4,5,4,4,NA,NA,6,6,NA,5,6,NA,6,NA,6,4,5
10,1,0,0,0,0,0,0,NA,0,0,4,6,6,NA,6,6,7,6,5,6,5,6,6,6,6
11,1,0,0,0,0,1,4,4,6,6,NA,6,6,6,5,6,6,5,6,5,NA,5,4,5,5
12,1,0,0,0,NA,3,7,6,6,NA,5,NA,6,6,5,NA,NA,7,6,5,6,7,6,6,6
13,2,0,NA,0,0,0,0,0,1,NA,6,6,5,6,7,5,5,6,6,6,6,6,7,6,6
14,2,NA,0,0,0,0,0,NA,0,4,6,7,7,7,6,NA,7,6,6,6,6,6,6,6,6
15,2,NA,NA,0,0,0,0,0,0,3,5,6,NA,7,6,5,7,NA,NA,6,6,6,4,7,5
16,2,NA,0,0,0,0,0,0,0,5,5,NA,7,6,6,6,7,NA,6,NA,6,6,NA,4,6
17,2,0,0,NA,0,1,5,6,7,NA,7,7,7,8,7,6,6,5,7,6,8,6,5,5,NA
18,2,0,NA,0,0,0,2,6,7,5,6,6,7,7,7,7,5,7,6,6,5,7,4,5,NA
19,2,0,0,0,0,0,NA,0,4,6,6,6,NA,6,NA,5,7,6,5,NA,6,NA,NA,6,5
20,2,0,0,0,NA,7,7,6,7,NA,NA,7,6,7,7,6,6,6,7,7,7,6,6,7,5
21,2,0,0,0,NA,0,0,4,5,4,NA,4,6,5,6,5,6,4,5,5,6,5,6,6,6
22,2,NA,0,NA,0,0,0,0,0,NA,2,7,6,7,NA,NA,6,6,6,6,6,6,5,6,NA
23,2,0,NA,0,0,0,0,0,1,5,7,6,NA,7,6,6,NA,4,3,7,4,6,6,5,5
24,2,0,0,NA,NA,0,0,0,NA,5,5,7,5,6,5,NA,5,6,6,7,5,5,NA,4,6
25,2,NA,0,0,NA,0,0,NA,6,5,6,6,7,6,6,NA,6,6,6,5,7,7,5,6,6
26,3,0,NA,0,NA,NA,NA,4,6,6,6,6,6,5,7,6,5,6,5,5,5,5,5,4,5
27,3,0,0,0,0,NA,4,NA,7,7,7,6,3,2,6,6,5,5,5,NA,5,7,6,5,6
28,3,0,0,0,0,NA,0,NA,3,6,6,5,NA,NA,5,6,NA,5,NA,5,5,7,5,NA,NA
29,3,NA,0,0,0,3,6,5,5,6,7,6,NA,7,6,6,8,6,7,6,6,6,NA,6,5
30,3,0,NA,0,NA,0,0,NA,0,3,7,5,5,6,6,6,6,5,6,5,6,6,6,7,5
31,3,0,0,0,0,0,NA,NA,4,7,7,6,6,7,7,6,7,7,5,5,7,NA,6,6,5
32,3,NA,0,0,0,NA,5,6,NA,5,7,5,6,6,NA,NA,5,5,6,4,5,NA,5,5,3
33,3,0,0,NA,0,0,0,3,5,6,6,5,6,NA,6,6,6,5,5,NA,5,4,6,5,5
34,3,0,0,0,0,0,0,NA,NA,5,6,6,6,5,NA,6,6,5,NA,5,5,6,5,5,NA
35,3,0,0,0,0,NA,0,5,4,6,6,5,5,NA,4,7,4,7,NA,7,5,6,NA,5,6
36,3,0,0,0,0,4,NA,6,6,5,NA,NA,6,7,6,6,4,8,NA,6,7,5,NA,NA,7
37,4,0,0,NA,0,1,2,NA,5,5,NA,3,NA,NA,5,NA,6,6,6,6,5,5,6,6,5
38,4,0,0,0,0,NA,0,0,0,0,0,5,6,NA,7,6,7,6,6,6,5,7,6,NA,5
39,4,NA,NA,0,0,0,0,0,0,0,1,5,5,5,5,NA,6,NA,5,5,6,5,6,NA,4
40,4,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,6,6,6,6,6,5,6,7,5,NA,6
41,4,NA,0,0,NA,NA,NA,2,5,6,7,5,7,6,7,NA,6,7,6,NA,5,4,4,NA,5
42,4,0,NA,0,0,5,6,7,6,7,6,7,NA,NA,7,6,NA,8,5,6,3,5,5,6,6
43,4,0,NA,0,NA,NA,3,5,6,5,6,6,6,5,7,5,6,NA,5,5,5,5,5,5,5
44,4,0,0,0,NA,0,0,0,0,2,NA,NA,NA,7,NA,5,7,5,5,7,6,5,7,NA,NA
45,4,0,0,0,NA,5,NA,NA,NA,NA,5,7,NA,6,6,5,6,5,6,7,6,NA,NA,4,4
46,4,0,0,0,0,NA,4,NA,6,NA,6,6,5,6,NA,6,7,5,5,5,NA,5,7,5,6
47,4,0,NA,0,0,NA,0,0,0,0,NA,6,7,7,NA,6,6,6,5,3,5,4,3,6,5
48,4,NA,0,0,0,0,0,2,4,6,NA,5,6,5,6,NA,6,6,6,NA,6,5,6,NA,6
49,4,0,0,0,3,6,6,6,6,6,7,6,7,6,6,5,6,5,NA,6,6,NA,6,5,5
50,1,0,0,0,0,0,0,0,NA,NA,6,6,7,6,NA,5,6,4,5,6,7,NA,5,6,NA
51,1,NA,0,NA,0,NA,0,NA,1,6,6,5,6,6,6,5,6,7,6,6,6,6,NA,6,6
52,1,0,0,0,0,0,0,0,0,4,7,3,7,6,6,6,6,7,6,NA,NA,7,6,5,6
53,1,0,0,0,NA,0,0,0,NA,4,NA,6,NA,5,7,NA,NA,6,6,5,7,5,5,6,NA
54,1,0,0,0,NA,0,0,0,4,5,6,NA,NA,6,5,5,5,6,4,6,6,5,6,NA,4
55,1,0,NA,0,0,1,7,7,2,NA,6,6,4,7,5,6,NA,7,7,7,5,NA,7,6,5
56,1,0,0,0,NA,NA,NA,3,6,5,4,5,6,6,5,6,NA,6,6,5,4,6,2,NA,4
57,1,0,NA,0,0,0,0,1,3,4,6,4,NA,NA,3,4,6,3,4,NA,6,4,NA,6,7
58,1,NA,0,0,0,NA,NA,0,0,0,2,4,NA,NA,5,6,NA,NA,6,6,5,5,NA,NA,5
59,1,0,NA,0,0,0,0,3,5,5,5,7,6,7,6,6,6,6,6,5,5,6,6,5,6
60,1,0,0,NA,0,0,2,NA,5,6,5,NA,NA,6,6,6,NA,5,6,3,6,5,6,NA,6
61,1,0,0,0,0,0,0,NA,6,5,7,5,5,4,6,8,4,6,4,5,6,7,5,7,5
62,1,0,0,0,0,NA,0,0,NA,5,6,6,7,5,6,NA,6,5,6,4,6,5,6,4,2
63,1,0,0,0,0,0,0,0,NA,NA,4,4,5,6,5,NA,NA,6,6,5,NA,7,NA,NA,6
64,1,0,0,0,0,0,0,2,5,5,NA,6,6,NA,4,NA,5,5,6,6,3,0,NA,0,0
65,1,NA,0,0,0,0,0,0,4,5,6,6,NA,6,6,7,6,3,5,7,6,NA,NA,5,6
66,1,0,0,0,0,0,3,6,7,5,6,4,NA,6,5,6,6,5,NA,NA,4,NA,5,7,7
